CustomerID,Feedback,Rating
CUST0225,Delivery was fast and the item arrived in perfect condition.,2
CUST0226,Delivery was fast and the item arrived in perfect condition.,5
CUST0227,Customer support was quick to respond and very helpful.,2
CUST0228,I love the design and functionality. Highly recommended!,5
CUST0229,I love the design and functionality. Highly recommended!,2
CUST0230,Customer support was quick to respond and very helpful.,5
CUST0231,I love the design and functionality. Highly recommended!,5
CUST0232,The quality doesn't match the price. Not worth it.,4
CUST0233,Great value for the price. I will definitely buy again.,4
CUST0234,Customer support was quick to respond and very helpful.,5
CUST0235,Great value for the price. I will definitely buy again.,5
CUST0236,Delivery was fast and the item arrived in perfect condition.,2
CUST0237,The app is user-friendly and makes my tasks so much easier.,5
CUST0238,The product broke after a week of use. Very disappointed.,5
CUST0239,Customer support was quick to respond and very helpful.,4
CUST0240,The product broke after a week of use. Very disappointed.,5
CUST0241,The app is user-friendly and makes my tasks so much easier.,4
CUST0242,Great value for the price. I will definitely buy again.,5
CUST0243,The app is user-friendly and makes my tasks so much easier.,1
CUST0244,I love the design and functionality. Highly recommended!,5
CUST0245,The product quality is excellent and exceeded my expectations.,5
CUST0246,I'm disappointed with the customer service. They were unhelpful.,2
CUST0247,The app is user-friendly and makes my tasks so much easier.,2
CUST0248,Customer support was quick to respond and very helpful.,5
CUST0249,"I had trouble using the product, the instructions were unclear.",2
CUST0250,I love the design and functionality. Highly recommended!,2
CUST0251,Great value for the price. I will definitely buy again.,4
CUST0252,"I had trouble using the product, the instructions were unclear.",2
CUST0253,The product quality is excellent and exceeded my expectations.,5
CUST0254,The app is user-friendly and makes my tasks so much easier.,2
CUST0255,The quality doesn't match the price. Not worth it.,4
CUST0256,Delivery was fast and the item arrived in perfect condition.,5
CUST0257,The product broke after a week of use. Very disappointed.,5
CUST0258,I love the design and functionality. Highly recommended!,5
CUST0259,The product quality is excellent and exceeded my expectations.,5
CUST0260,"I had trouble using the product, the instructions were unclear.",5
CUST0261,The product broke after a week of use. Very disappointed.,1
CUST0262,I love the design and functionality. Highly recommended!,4
CUST0263,Customer support was quick to respond and very helpful.,1
CUST0264,I love the design and functionality. Highly recommended!,5
CUST0265,Delivery was fast and the item arrived in perfect condition.,5
CUST0266,I'm disappointed with the customer service. They were unhelpful.,5
CUST0267,"I had trouble using the product, the instructions were unclear.",1
CUST0268,The product broke after a week of use. Very disappointed.,4
CUST0269,"I had trouble using the product, the instructions were unclear.",4
CUST0270,Great value for the price. I will definitely buy again.,2
CUST0271,"I had trouble using the product, the instructions were unclear.",1
CUST0272,I love the design and functionality. Highly recommended!,2
CUST0273,I'm disappointed with the customer service. They were unhelpful.,1
CUST0274,I'm disappointed with the customer service. They were unhelpful.,5
CUST0275,I'm disappointed with the customer service. They were unhelpful.,5
CUST0276,The product broke after a week of use. Very disappointed.,5
CUST0277,Delivery was fast and the item arrived in perfect condition.,2
CUST0278,"I had trouble using the product, the instructions were unclear.",1
CUST0279,The product broke after a week of use. Very disappointed.,1
CUST0280,Great value for the price. I will definitely buy again.,2
CUST0281,The product quality is excellent and exceeded my expectations.,1
CUST0282,Great value for the price. I will definitely buy again.,5
CUST0283,Customer support was quick to respond and very helpful.,4
CUST0284,I'm disappointed with the customer service. They were unhelpful.,5
CUST0285,Delivery was fast and the item arrived in perfect condition.,5
CUST0286,Delivery was fast and the item arrived in perfect condition.,5
CUST0287,Delivery was fast and the item arrived in perfect condition.,1
CUST0288,The product quality is excellent and exceeded my expectations.,5
CUST0289,I'm disappointed with the customer service. They were unhelpful.,2
CUST0290,The quality doesn't match the price. Not worth it.,2
CUST0291,The product broke after a week of use. Very disappointed.,5
CUST0292,Great value for the price. I will definitely buy again.,5
CUST0293,Customer support was quick to respond and very helpful.,5
CUST0294,Great value for the price. I will definitely buy again.,5
CUST0295,The quality doesn't match the price. Not worth it.,2
CUST0296,Great value for the price. I will definitely buy again.,5
CUST0297,The quality doesn't match the price. Not worth it.,4
CUST0298,Customer support was quick to respond and very helpful.,2
CUST0299,Delivery was fast and the item arrived in perfect condition.,5
CUST0300,I'm disappointed with the customer service. They were unhelpful.,5
CUST0301,The product broke after a week of use. Very disappointed.,1
CUST0302,I'm disappointed with the customer service. They were unhelpful.,1
CUST0303,I love the design and functionality. Highly recommended!,5
CUST0304,Customer support was quick to respond and very helpful.,4
CUST0305,Delivery was fast and the item arrived in perfect condition.,5
CUST0306,Great value for the price. I will definitely buy again.,5
CUST0307,I love the design and functionality. Highly recommended!,5
CUST0308,The product quality is excellent and exceeded my expectations.,5
CUST0309,I'm disappointed with the customer service. They were unhelpful.,2
CUST0310,The app is user-friendly and makes my tasks so much easier.,4
CUST0311,Great value for the price. I will definitely buy again.,5
CUST0312,Great value for the price. I will definitely buy again.,1
CUST0313,Delivery was fast and the item arrived in perfect condition.,5
CUST0314,Delivery was fast and the item arrived in perfect condition.,1
CUST0315,"I had trouble using the product, the instructions were unclear.",2
CUST0316,Customer support was quick to respond and very helpful.,1
CUST0317,Customer support was quick to respond and very helpful.,5
CUST0318,The app is user-friendly and makes my tasks so much easier.,4
CUST0319,The quality doesn't match the price. Not worth it.,1
CUST0320,The app is user-friendly and makes my tasks so much easier.,5
CUST0321,"I had trouble using the product, the instructions were unclear.",5
CUST0322,Customer support was quick to respond and very helpful.,2
CUST0323,I'm disappointed with the customer service. They were unhelpful.,5
CUST0324,The quality doesn't match the price. Not worth it.,2
CUST0325,Great value for the price. I will definitely buy again.,5
CUST0326,Delivery was fast and the item arrived in perfect condition.,2
CUST0327,The app is user-friendly and makes my tasks so much easier.,5
CUST0328,The quality doesn't match the price. Not worth it.,4
CUST0329,"I had trouble using the product, the instructions were unclear.",4
CUST0330,The quality doesn't match the price. Not worth it.,1
CUST0331,"I had trouble using the product, the instructions were unclear.",5
CUST0332,The product broke after a week of use. Very disappointed.,5
CUST0333,"I had trouble using the product, the instructions were unclear.",4
CUST0334,Delivery was fast and the item arrived in perfect condition.,2
CUST0335,The product quality is excellent and exceeded my expectations.,5
CUST0336,Great value for the price. I will definitely buy again.,5
CUST0337,Customer support was quick to respond and very helpful.,4
CUST0338,The product broke after a week of use. Very disappointed.,5
CUST0339,I'm disappointed with the customer service. They were unhelpful.,1
CUST0340,The app is user-friendly and makes my tasks so much easier.,1
CUST0341,Customer support was quick to respond and very helpful.,4
CUST0342,The product broke after a week of use. Very disappointed.,5
CUST0343,I love the design and functionality. Highly recommended!,4
CUST0344,The product quality is excellent and exceeded my expectations.,4
CUST0345,Delivery was fast and the item arrived in perfect condition.,5
CUST0346,I love the design and functionality. Highly recommended!,1
CUST0347,The app is user-friendly and makes my tasks so much easier.,2
CUST0348,The product quality is excellent and exceeded my expectations.,2
CUST0349,I love the design and functionality. Highly recommended!,5
CUST0350,The product quality is excellent and exceeded my expectations.,5
CUST0351,I'm disappointed with the customer service. They were unhelpful.,1
CUST0352,The product broke after a week of use. Very disappointed.,5
CUST0353,The quality doesn't match the price. Not worth it.,4
CUST0354,Customer support was quick to respond and very helpful.,1
CUST0355,The quality doesn't match the price. Not worth it.,5
CUST0356,Delivery was fast and the item arrived in perfect condition.,1
CUST0357,The quality doesn't match the price. Not worth it.,5
CUST0358,The product quality is excellent and exceeded my expectations.,5
CUST0359,I love the design and functionality. Highly recommended!,4
CUST0360,The product broke after a week of use. Very disappointed.,2
CUST0361,I'm disappointed with the customer service. They were unhelpful.,5
CUST0362,Delivery was fast and the item arrived in perfect condition.,5
CUST0363,The product broke after a week of use. Very disappointed.,1
CUST0364,I'm disappointed with the customer service. They were unhelpful.,5
CUST0365,Customer support was quick to respond and very helpful.,4
CUST0366,"I had trouble using the product, the instructions were unclear.",1
CUST0367,The product broke after a week of use. Very disappointed.,4
CUST0368,The app is user-friendly and makes my tasks so much easier.,4
CUST0369,Delivery was fast and the item arrived in perfect condition.,5
CUST0370,The app is user-friendly and makes my tasks so much easier.,2
CUST0371,I'm disappointed with the customer service. They were unhelpful.,1
CUST0372,The app is user-friendly and makes my tasks so much easier.,5
CUST0373,The app is user-friendly and makes my tasks so much easier.,1
CUST0374,Customer support was quick to respond and very helpful.,2
CUST0375,I'm disappointed with the customer service. They were unhelpful.,5
CUST0376,The quality doesn't match the price. Not worth it.,5
CUST0377,The product quality is excellent and exceeded my expectations.,5
CUST0378,The quality doesn't match the price. Not worth it.,2
CUST0379,The product quality is excellent and exceeded my expectations.,2
CUST0380,The app is user-friendly and makes my tasks so much easier.,1
CUST0381,Customer support was quick to respond and very helpful.,2
CUST0382,"I had trouble using the product, the instructions were unclear.",4
CUST0383,Delivery was fast and the item arrived in perfect condition.,5
CUST0384,The product broke after a week of use. Very disappointed.,2
CUST0385,Delivery was fast and the item arrived in perfect condition.,5
CUST0386,The app is user-friendly and makes my tasks so much easier.,5
CUST0387,Customer support was quick to respond and very helpful.,5
CUST0388,Delivery was fast and the item arrived in perfect condition.,5
CUST0389,The app is user-friendly and makes my tasks so much easier.,1
CUST0390,I love the design and functionality. Highly recommended!,5
CUST0391,I'm disappointed with the customer service. They were unhelpful.,4
CUST0392,The product broke after a week of use. Very disappointed.,4
CUST0393,The product broke after a week of use. Very disappointed.,5
CUST0394,"I had trouble using the product, the instructions were unclear.",2
CUST0395,I love the design and functionality. Highly recommended!,2
CUST0396,I love the design and functionality. Highly recommended!,5
CUST0397,Delivery was fast and the item arrived in perfect condition.,1
CUST0398,I love the design and functionality. Highly recommended!,1
CUST0399,The product broke after a week of use. Very disappointed.,2
CUST0400,I love the design and functionality. Highly recommended!,2
CUST0401,I'm disappointed with the customer service. They were unhelpful.,5
CUST0402,Customer support was quick to respond and very helpful.,2
CUST0403,Delivery was fast and the item arrived in perfect condition.,5
CUST0404,Customer support was quick to respond and very helpful.,1
CUST0405,I love the design and functionality. Highly recommended!,4
CUST0406,The app is user-friendly and makes my tasks so much easier.,5
CUST0407,I'm disappointed with the customer service. They were unhelpful.,4
CUST0408,Delivery was fast and the item arrived in perfect condition.,2
CUST0409,I'm disappointed with the customer service. They were unhelpful.,1
CUST0410,The quality doesn't match the price. Not worth it.,2
CUST0411,I'm disappointed with the customer service. They were unhelpful.,5
CUST0412,"I had trouble using the product, the instructions were unclear.",4
CUST0413,Customer support was quick to respond and very helpful.,5
CUST0414,I love the design and functionality. Highly recommended!,1
CUST0415,The product quality is excellent and exceeded my expectations.,5
CUST0416,The product quality is excellent and exceeded my expectations.,5
CUST0417,Customer support was quick to respond and very helpful.,2
CUST0418,The product quality is excellent and exceeded my expectations.,2
CUST0419,The app is user-friendly and makes my tasks so much easier.,2
CUST0420,The quality doesn't match the price. Not worth it.,2
CUST0421,I love the design and functionality. Highly recommended!,2
CUST0422,Customer support was quick to respond and very helpful.,2
CUST0423,"I had trouble using the product, the instructions were unclear.",5
CUST0424,Customer support was quick to respond and very helpful.,5
CUST0425,Customer support was quick to respond and very helpful.,5
CUST0426,Great value for the price. I will definitely buy again.,5
CUST0427,I'm disappointed with the customer service. They were unhelpful.,5
CUST0428,The product quality is excellent and exceeded my expectations.,5
CUST0429,The product quality is excellent and exceeded my expectations.,5
CUST0430,Customer support was quick to respond and very helpful.,2
CUST0431,The quality doesn't match the price. Not worth it.,5
CUST0432,Great value for the price. I will definitely buy again.,5
CUST0433,The app is user-friendly and makes my tasks so much easier.,2
CUST0434,I love the design and functionality. Highly recommended!,5
CUST0435,"I had trouble using the product, the instructions were unclear.",5
CUST0436,Great value for the price. I will definitely buy again.,4
CUST0437,Great value for the price. I will definitely buy again.,1
CUST0438,Great value for the price. I will definitely buy again.,1
CUST0439,The quality doesn't match the price. Not worth it.,4
CUST0440,The product broke after a week of use. Very disappointed.,4
CUST0441,Great value for the price. I will definitely buy again.,4
CUST0442,The quality doesn't match the price. Not worth it.,2
CUST0443,Delivery was fast and the item arrived in perfect condition.,2
CUST0444,"I had trouble using the product, the instructions were unclear.",1
CUST0445,I love the design and functionality. Highly recommended!,1
CUST0446,The product quality is excellent and exceeded my expectations.,5
CUST0447,Great value for the price. I will definitely buy again.,5
CUST0448,"I had trouble using the product, the instructions were unclear.",1
CUST0449,The product quality is excellent and exceeded my expectations.,2
CUST0450,Customer support was quick to respond and very helpful.,5
CUST0451,The product quality is excellent and exceeded my expectations.,2
CUST0452,I love the design and functionality. Highly recommended!,5
CUST0453,Customer support was quick to respond and very helpful.,4
CUST0454,The product broke after a week of use. Very disappointed.,4
CUST0455,The product quality is excellent and exceeded my expectations.,5
CUST0456,"I had trouble using the product, the instructions were unclear.",5
CUST0457,The product quality is excellent and exceeded my expectations.,1
CUST0458,The quality doesn't match the price. Not worth it.,5
CUST0459,Great value for the price. I will definitely buy again.,5
CUST0460,"I had trouble using the product, the instructions were unclear.",5
CUST0461,I love the design and functionality. Highly recommended!,5
CUST0462,The product quality is excellent and exceeded my expectations.,4
CUST0463,Delivery was fast and the item arrived in perfect condition.,1
CUST0464,The quality doesn't match the price. Not worth it.,5
CUST0465,Delivery was fast and the item arrived in perfect condition.,2
CUST0466,Great value for the price. I will definitely buy again.,5
CUST0467,"I had trouble using the product, the instructions were unclear.",1
CUST0468,The product broke after a week of use. Very disappointed.,5
CUST0469,The product quality is excellent and exceeded my expectations.,5
CUST0470,I'm disappointed with the customer service. They were unhelpful.,5
CUST0471,The app is user-friendly and makes my tasks so much easier.,1
CUST0472,The product broke after a week of use. Very disappointed.,5
CUST0473,The product quality is excellent and exceeded my expectations.,5
CUST0474,The product quality is excellent and exceeded my expectations.,2
CUST0475,"I had trouble using the product, the instructions were unclear.",4
CUST0476,The product broke after a week of use. Very disappointed.,4
CUST0477,I love the design and functionality. Highly recommended!,5
CUST0478,The quality doesn't match the price. Not worth it.,1
CUST0479,Great value for the price. I will definitely buy again.,4
CUST0480,Great value for the price. I will definitely buy again.,5
CUST0481,The app is user-friendly and makes my tasks so much easier.,5
CUST0482,Delivery was fast and the item arrived in perfect condition.,4
CUST0483,The product broke after a week of use. Very disappointed.,5
CUST0484,The app is user-friendly and makes my tasks so much easier.,2
CUST0485,The quality doesn't match the price. Not worth it.,1
CUST0486,Customer support was quick to respond and very helpful.,2
CUST0487,The quality doesn't match the price. Not worth it.,5
CUST0488,I'm disappointed with the customer service. They were unhelpful.,2
CUST0489,The product broke after a week of use. Very disappointed.,1
CUST0490,Great value for the price. I will definitely buy again.,1
CUST0491,The quality doesn't match the price. Not worth it.,1
CUST0492,Customer support was quick to respond and very helpful.,2
CUST0493,"I had trouble using the product, the instructions were unclear.",4
CUST0494,Delivery was fast and the item arrived in perfect condition.,2
CUST0495,Great value for the price. I will definitely buy again.,5
CUST0496,The app is user-friendly and makes my tasks so much easier.,5
CUST0497,The product broke after a week of use. Very disappointed.,1
CUST0498,The quality doesn't match the price. Not worth it.,4
CUST0499,The product quality is excellent and exceeded my expectations.,1
CUST0500,I'm disappointed with the customer service. They were unhelpful.,5
CUST0501,The product broke after a week of use. Very disappointed.,1
CUST0502,The quality doesn't match the price. Not worth it.,2
CUST0503,The product quality is excellent and exceeded my expectations.,5
CUST0504,The product quality is excellent and exceeded my expectations.,2
CUST0505,Customer support was quick to respond and very helpful.,5
CUST0506,"I had trouble using the product, the instructions were unclear.",4
CUST0507,Customer support was quick to respond and very helpful.,5
CUST0508,Delivery was fast and the item arrived in perfect condition.,5
CUST0509,The product broke after a week of use. Very disappointed.,5
CUST0510,The product quality is excellent and exceeded my expectations.,4
CUST0511,"I had trouble using the product, the instructions were unclear.",2
CUST0512,The product broke after a week of use. Very disappointed.,1
CUST0513,The quality doesn't match the price. Not worth it.,2
CUST0514,The product quality is excellent and exceeded my expectations.,4
CUST0515,Great value for the price. I will definitely buy again.,2
CUST0516,The product quality is excellent and exceeded my expectations.,4
CUST0517,"I had trouble using the product, the instructions were unclear.",1
